ride_id,timestamp,driver_id,product,pickup_lat,pickup_lon,drop_lat,drop_lon,distance_km,is_surge,fare_usd
1040,2025-05-10T07:19:52,142,Green,40.64630321282496,-74.02090166469137,40.66612240540718,-74.11332231921088,11.1,False,21.93
1041,2025-04-22T20:24:33,507,UberXL,40.88295281325705,-73.75561743636183,40.55573953309435,-74.0956450194986,7.32,False,15.31
1042,2025-04-02T05:42:27,761,UberX,40.59676724204197,-74.1346659490821,40.70962534985583,-73.83947904575527,24.76,True,128.34
1043,2025-06-28T09:05:36,398,Black,40.68111607534556,-73.96895712194132,40.75606808892884,-73.82960741980355,3.86,False,9.25
1044,2025-06-24T10:37:57,345,Green,40.7752402531218,-74.1015026938367,40.817206446280615,-74.11681135570679,23.1,False,42.93
1045,2025-06-26T20:02:58,419,Black,40.824058067417724,-73.95393943503365,40.83033422393001,-73.8349488384234,18.6,False,35.05
1046,2025-04-25T11:32:24,939,Green,40.58100211178016,-73.74698037279023,40.76961471609345,-73.98355674107925,16.59,False,31.53
1047,2025-03-27T03:57:49,181,Green,40.81733727870576,-74.02431518603008,40.83601233866701,-74.04548140478279,12.84,True,56.84
1048,2025-04-12T23:34:47,594,Green,40.862304208080296,-73.95798971147563,40.66943602697629,-74.0066397645266,5.28,True,31.94
1049,2025-05-23T15:36:14,904,UberXL,40.70929893137574,-74.02478469789914,40.87544598503207,-74.00853467364044,9.34,True,36.4
1050,2025-04-05T11:53:12,450,UberXL,40.877579190378256,-74.02018453052162,40.88954643425337,-73.7050374915989,19.08,False,35.89
1051,2025-05-10T09:48:20,286,UberXL,40.58551112425723,-73.90152645053375,40.73821832328513,-74.0740164115108,15.36,True,83.32
1052,2025-04-15T10:52:11,819,UberXL,40.552466089507156,-73.7753729774052,40.5595376030112,-74.05858657749872,23.6,False,43.8
1053,2025-05-23T03:47:02,456,Green,40.596686120089025,-73.94576778014955,40.88965822138308,-73.82768709087487,23.06,True,121.42
1054,2025-04-06T18:44:14,270,UberX,40.86986601800191,-73.70311523731571,40.820704484786276,-74.09759181189688,9.49,True,51.4
1055,2025-05-22T05:45:02,77,Comfort,40.60798906071195,-73.99909827616627,40.7177817015598,-73.81901521473543,17.13,True,82.23
1056,2025-06-23T06:17:28,947,UberX,40.71034972099336,-73.73043439971435,40.843853037751316,-74.00711276057602,21.19,False,39.58
1057,2025-06-20T09:47:20,642,UberX,40.9011975416151,-73.86772172820876,40.64098808013382,-73.88614548206856,21.93,True,73.31
1058,2025-04-02T06:53:47,156,Black,40.85113147518955,-73.81989769173022,40.65456187925311,-74.06064216430748,22.02,False,41.03
1059,2025-06-16T10:38:24,741,UberXL,40.55118315287454,-74.11973242967717,40.756362749682,-74.05615386277813,5.27,False,11.72
1060,2025-02-21T02:00:46,629,Black,40.783479762122354,-74.04437789591424,40.679020396911845,-73.91129248816056,23.9,False,44.32
1061,2025-06-13T05:54:28,238,Comfort,40.79715104668939,-73.92940011092621,40.783110174351314,-73.88097105167279,14.04,True,49.49
1062,2025-06-21T01:16:08,919,Comfort,40.705249789943274,-73.94877218942025,40.64153661545436,-73.9588106222293,5.23,False,11.65
1063,2025-05-09T06:40:44,117,Comfort,40.807878374884226,-73.83283153952937,40.83626225908401,-73.93231756964286,20.31,False,38.04
1064,2025-03-22T00:04:21,704,UberXL,40.560716142487856,-74.0294342605146,40.62958928420566,-73.76705524286425,10.82,False,21.44
1065,2025-03-04T18:11:02,268,Comfort,40.70215476121612,-73.78593625538888,40.70732373384767,-74.0326852775323,2.31,False,6.54
1066,2025-02-12T12:22:21,348,UberX,40.664148940336894,-73.96558480561086,40.761827107772085,-74.07505918561515,5.95,False,12.91
1067,2025-04-30T02:12:13,626,Comfort,40.59780967372533,-73.90710471042273,40.90160306839067,-74.1404970380583,10.1,False,20.18
1068,2025-03-06T17:14:06,935,Comfort,40.833731558720956,-73.901197614308,40.792324685664546,-73.91660795066723,9.69,True,33.77
1069,2025-04-15T00:32:14,406,UberXL,40.657369369093146,-74.07736812040363,40.68833558121812,-73.96397212410699,14.27,True,41.77
1070,2025-06-14T04:13:53,21,Green,40.58793267023231,-73.97092816638869,40.7294129799727,-74.0793745221392,8.24,True,44.98
1071,2025-02-18T00:32:32,35,Comfort,40.82746869508734,-73.78415187110883,40.68980699242988,-73.9696620787752,20.64,False,38.62
1072,2025-06-17T09:08:06,87,UberX,40.57733938982091,-73.82504920872621,40.832082817115456,-73.9630789893935,1.35,False,4.86
1073,2025-04-28T10:54:25,942,UberXL,40.58535596953536,-73.8853118936965,40.69471584291671,-73.77583772784054,21.62,False,40.34
1074,2025-03-24T13:21:18,525,UberX,40.661796971420934,-73.9434924625516,40.586881310923246,-73.71383192505522,14.83,False,28.45
1075,2025-03-25T09:46:34,96,UberXL,40.907747941988276,-73.89755168352015,40.72883932206956,-73.74155040929992,13.8,True,40.66
1076,2025-04-07T12:21:01,746,Black,40.90203923208947,-73.80678482766479,40.81439413145239,-73.94647834114114,14.87,True,75.78
1077,2025-03-28T19:34:06,379,Black,40.758366709055835,-73.86073164574971,40.67300112570223,-73.78564364587173,24.42,True,79.34
1078,2025-06-17T22:23:21,965,Black,40.76956152709192,-74.11225005005599,40.69918217694834,-73.77286832173853,13.56,False,26.23
1079,2025-05-28T16:34:01,239,UberX,40.83394113721374,-74.03658926795919,40.665238334193745,-73.99795918371197,4.61,False,10.57
1080,2025-04-20T18:32:47,614,Black,40.87242832893179,-74.02933479688556,40.627412945697934,-73.89691572667947,12.73,False,24.78
1081,2025-05-07T14:34:49,242,Comfort,40.720707651319216,-73.9326516499259,40.75527868053095,-73.81714175383196,18.59,False,35.03
1082,2025-03-24T15:54:54,717,UberX,40.68900383865159,-73.80940098236404,40.60997445227487,-73.81333305683236,4.99,False,11.23
1083,2025-01-23T01:42:55,40,Black,40.73321827503418,-73.86822578973012,40.744097965212625,-74.08706057491119,21.98,False,40.97
1084,2025-01-02T19:08:52,304,UberX,40.71112737892885,-74.01759935450573,40.89112898048523,-73.84549257813396,13.54,False,26.2
1085,2025-03-14T03:55:47,578,UberXL,40.602361510748956,-73.914536941735,40.62565088128329,-73.8737000806004,18.15,False,34.26
1086,2025-02-18T18:51:37,484,Black,40.627928338843546,-74.00142027238618,40.82630276900864,-73.70171605770605,23.27,True,111.2
1087,2025-04-03T00:23:46,11,Comfort,40.70403208893771,-74.08234291552215,40.57480776486936,-73.71036073973387,8.48,True,44.06
1088,2025-04-15T10:00:37,470,Comfort,40.58504438998259,-73.86876225612379,40.76994815057432,-74.11995259927434,16.27,False,30.97
1089,2025-03-08T23:37:05,644,UberX,40.893315414572335,-74.02643872329679,40.85367913929566,-73.75935807867516,15.03,False,28.8
1090,2025-05-02T06:23:07,786,Black,40.89569393034471,-73.89749946673619,40.787391761198386,-74.05883534971726,15.22,True,53.16
1091,2025-02-04T15:03:21,270,Green,40.587859186208846,-73.79140198353646,40.767307312850555,-73.80527554584798,8.92,False,18.11
1092,2025-04-25T23:42:43,620,Comfort,40.9076637888603,-73.81823051316961,40.77787826118875,-73.74084661518758,6.02,True,24.09
1093,2025-02-12T00:41:58,94,Green,40.60420191245551,-74.07583172571691,40.87360721319982,-74.00449795585124,22.5,True,94.95
1094,2025-03-27T09:05:57,436,Black,40.671023064717254,-73.92483120268581,40.593399703644856,-73.8979346891719,10.06,False,20.11
1095,2025-04-03T03:13:39,364,Comfort,40.86030028755318,-74.00736263402695,40.57893387471747,-73.87757855185131,6.13,True,32.42
1096,2025-02-23T22:20:49,729,UberXL,40.86075415836111,-73.8977813605313,40.73133459670236,-73.79496572492464,17.45,False,33.04
1097,2025-03-26T13:10:24,668,Comfort,40.6158645911467,-73.76023770261885,40.8664877558682,-73.80316484755637,9.3,False,18.78
1098,2025-04-30T19:18:29,574,UberXL,40.69150924375993,-74.06944747999358,40.82662254317337,-74.14519741022494,11.61,False,22.82
1099,2025-01-02T02:09:56,601,Comfort,40.671527071556596,-73.74003165985651,40.88884862701514,-73.92374298971367,1.31,True,11.84
1100,2025-05-05T14:25:04,491,Black,40.566249433446096,-73.83702541614385,40.64362404295388,-73.86862831469065,24.31,False,45.04
1101,2025-06-17T14:44:06,736,Black,40.918975683635416,-73.86549196277174,40.73141117955964,-73.93694821270205,22.0,False,41.0
1102,2025-06-06T18:53:59,107,UberX,40.68672752798103,-73.87418577855513,40.813924867039034,-73.83246219060355,5.25,False,11.69
1103,2025-01-17T01:59:26,430,UberX,40.570737757861984,-73.86313482992526,40.57306042482158,-74.10613604272865,14.06,False,27.11
1104,2025-02-07T16:57:19,671,Green,40.82285784390695,-74.00030075552485,40.79863664130751,-73.7451500826149,22.55,True,125.02
1105,2025-05-21T05:23:43,967,Comfort,40.74104596633645,-73.72675467730296,40.69917404133126,-73.7730274967814,17.07,True,88.62
1106,2025-04-08T09:16:44,152,Comfort,40.58106841909778,-73.9504705081133,40.65194441843894,-74.0605924694991,13.13,True,66.76
1107,2025-06-12T16:42:33,964,UberX,40.66513087340662,-73.89774827578808,40.59355439146114,-73.94018647442998,21.07,True,114.0
1108,2025-01-18T02:51:52,120,UberX,40.61752535939167,-74.11111205567758,40.66747547677699,-73.86801877629314,1.48,True,7.71
1109,2025-05-04T21:02:31,384,Black,40.58007172528329,-73.82407545540887,40.641290883674316,-73.77321125487686,16.42,False,31.24
1110,2025-02-07T02:31:32,766,UberXL,40.66488021299045,-73.97931029448166,40.65621832591192,-74.0244664720208,14.56,False,27.98
1111,2025-06-12T04:39:53,193,Comfort,40.87692037421251,-74.07029956064616,40.659124967649284,-73.83609882781045,7.35,False,15.36
1112,2025-04-23T08:55:10,373,Comfort,40.83577710142341,-73.91463076954817,40.85691502827019,-73.84083205704184,5.09,False,11.41
1113,2025-04-24T15:20:12,395,UberXL,40.74904105007964,-74.05520174132891,40.809809362743245,-73.99388531118107,20.46,False,38.3
1114,2025-02-10T06:46:22,351,Green,40.754096146278435,-73.8155906967265,40.649511541750876,-73.91902739518856,6.06,True,24.79
1115,2025-06-29T00:27:20,119,Green,40.79358290704721,-74.06610852022585,40.60173165427805,-73.88593065742145,9.93,False,19.88
1116,2025-04-25T06:05:59,923,UberX,40.669277657341034,-74.10292416525436,40.68278713451066,-73.74453917366598,4.81,False,10.92
1117,2025-03-07T09:00:16,664,UberX,40.6192312618931,-73.98889795923364,40.61021588796922,-73.90394985203615,19.05,False,35.84
1118,2025-04-30T17:37:18,468,Green,40.763107124395404,-73.95426418536209,40.697753387803,-73.77465661496211,7.06,False,14.85
1119,2025-03-07T14:37:36,495,Black,40.66106412019467,-73.71315544755723,40.87465010387221,-73.80657215401054,22.62,False,42.09
1120,2025-03-23T17:56:12,437,Comfort,40.90297331790381,-73.96966244267759,40.560565413241754,-73.9195080423737,23.14,False,43.0
1121,2025-05-16T11:11:54,966,Green,40.623430992976225,-73.71240751143102,40.82818453402544,-74.0915491279324,9.0,False,18.25
1122,2025-01-18T13:17:17,317,UberXL,40.846551160872416,-73.9435789162055,40.61117656998647,-74.1496205557408,4.54,False,10.45
1123,2025-02-28T12:04:38,315,UberX,40.61829965306362,-73.76400701149184,40.71152308630467,-73.82413952566587,4.7,False,10.72
1124,2025-05-31T14:35:51,384,UberX,40.72661731309408,-73.99487966153801,40.7241962569463,-73.84094610268383,17.77,False,33.6
1125,2025-05-10T19:08:29,386,Black,40.81130291722577,-73.80662472201416,40.58545519928189,-74.0921739228572,19.31,True,96.53
1126,2025-06-24T09:04:57,290,Black,40.770867383299205,-73.90964817194458,40.678340858449594,-73.84855549497014,24.29,True,127.3
1127,2025-02-04T14:17:09,787,UberXL,40.686579049483264,-73.99706707205135,40.85459811248324,-73.87524506435076,19.04,False,35.82
1128,2025-05-06T08:36:29,236,UberXL,40.734981384422994,-74.13008843626787,40.661717029892635,-74.10821734143188,10.22,True,35.19
1129,2025-03-02T09:47:38,397,Black,40.56288586442602,-73.71866926454189,40.70604264927224,-74.07640570529404,17.38,False,32.91
1130,2025-04-01T06:41:48,826,UberX,40.678126141234074,-73.8202982038585,40.79267138338918,-73.9679869028807,20.37,True,64.59
1131,2025-04-09T10:39:12,394,Black,40.554287803842655,-73.8557822437438,40.797972122942134,-73.95989431964523,2.31,False,6.54
1132,2025-05-25T02:16:24,650,UberX,40.77334533749995,-73.78891172216315,40.71659987826469,-73.98222860804609,12.37,False,24.15
1133,2025-04-14T21:23:35,996,Comfort,40.591318691452095,-74.06952219611905,40.706904096057514,-73.80817514790176,21.89,True,61.64
1134,2025-05-18T09:29:26,605,Comfort,40.62311682828152,-73.78422420079609,40.81922264361915,-73.94525478708968,2.17,True,10.59
1135,2025-04-06T01:48:04,472,Comfort,40.56852719909691,-73.88030229874795,40.68663967485249,-73.95843385829139,17.2,False,32.6
1136,2025-01-05T13:39:33,556,Comfort,40.61612942672147,-73.98940158719066,40.55648202743608,-74.00391535249385,16.26,False,30.96
1137,2025-03-11T08:52:47,750,UberX,40.74656935798609,-73.97170344396024,40.614836449705784,-73.90925665987614,4.03,True,21.4
1138,2025-06-23T08:21:40,282,Comfort,40.90958552687967,-73.83995361754478,40.64031726054807,-73.7784928656622,21.04,False,39.32
1139,2025-04-12T15:57:38,583,Black,40.565037162812935,-74.00303518535378,40.56416633057816,-73.87579092949943,18.37,False,34.65
1140,2025-01-20T15:15:57,392,Green,40.912698600205765,-74.11455581037703,40.89315300394293,-73.81282985034665,11.14,True,64.35
1141,2025-02-19T21:02:42,739,UberX,40.859635727387435,-73.95495412249623,40.593077409369116,-74.06376036325915,7.26,False,15.21
1142,2025-04-10T19:35:52,553,UberXL,40.80687514130483,-74.12802595109936,40.76213432598844,-74.05315583018718,23.45,True,110.29
1143,2025-02-06T01:29:15,284,Green,40.798432667008974,-73.87791984431891,40.88660617163082,-73.84480628797256,7.54,False,15.7
1144,2025-01-04T15:14:11,801,Black,40.793168731317024,-74.02635410301258,40.721103253376924,-73.7943838004831,16.24,True,56.81
1145,2025-05-18T16:13:08,333,UberXL,40.573577309669645,-74.02047590965276,40.8134524335373,-73.77786126056843,15.11,False,28.94
1146,2025-03-05T20:05:43,555,Black,40.72597306820789,-73.89905429478247,40.67689176608637,-74.00616073678535,20.74,True,107.91
1147,2025-04-07T21:23:25,216,Green,40.8081583848067,-73.84715632181222,40.64460626079952,-74.13548007050667,21.46,False,40.05
1148,2025-05-03T14:27:46,499,Green,40.91443046389342,-74.11260860082956,40.82676403153242,-73.91168371277946,8.3,False,17.03
1149,2025-03-29T16:08:19,691,Black,40.56093889018657,-73.86881178607626,40.611691692925824,-73.9917681298837,11.36,False,22.38
1150,2025-01-05T13:05:26,770,Comfort,40.75588261027112,-73.9291594054896,40.63684586866837,-73.73547067350212,4.16,False,9.78
1151,2025-06-14T23:44:26,127,UberX,40.696427387973465,-74.05491267296331,40.59093412362915,-74.01979296073034,21.76,False,40.58
1152,2025-05-23T14:50:05,411,Green,40.70115098886377,-73.81192358584711,40.70472659836091,-73.88033815789599,8.67,False,17.67
1153,2025-01-21T12:18:44,681,Comfort,40.73585272780196,-73.91037122065963,40.63328670857735,-73.96821531412994,19.16,True,104.01
1154,2025-01-31T11:31:22,947,UberXL,40.698020113235046,-74.14849817909524,40.85705053101182,-73.80667929307513,16.75,False,31.81
1155,2025-01-20T02:13:07,393,Green,40.79164856929106,-73.71158867375388,40.7018087074897,-73.86361240623096,15.85,True,73.47
1156,2025-01-16T15:11:03,614,Green,40.82089475804006,-73.72452994130347,40.670257514831654,-74.03752666059951,14.66,False,28.16
1157,2025-01-18T15:56:03,975,Comfort,40.558406220711,-73.87939583549216,40.84225554944592,-73.97479727716427,13.27,True,73.82
1158,2025-03-30T21:21:27,378,UberXL,40.614828067605956,-73.72828660070333,40.89091270330489,-74.00477410920193,8.03,False,16.55
1159,2025-02-10T04:43:25,592,Black,40.71990138263008,-73.84234800881549,40.714151682527316,-74.04115235799149,5.25,False,11.69
1160,2025-05-05T13:02:38,114,Green,40.8600139167351,-73.75756154347904,40.886285091481575,-74.03981144571308,18.33,True,90.69
1161,2025-05-13T10:27:37,694,Black,40.87081320421632,-73.70200945242053,40.86900251912003,-74.11833547389233,11.01,True,56.03
1162,2025-01-24T11:49:00,733,Green,40.78942305569356,-73.90962313472001,40.55877644667218,-73.93363659625881,18.42,True,72.86
1163,2025-06-09T16:16:09,743,UberX,40.68444810902915,-73.82751891898121,40.739277088886716,-73.85766658784434,11.29,True,38.26
1164,2025-02-20T23:20:04,777,Green,40.82882380696311,-74.09969731997775,40.61251278248125,-73.96419812556027,9.16,False,18.53
1165,2025-06-04T11:32:46,495,UberXL,40.647867850556494,-74.00148844168399,40.80667494116281,-73.9437910906625,18.02,False,34.03
1166,2025-05-27T23:47:06,267,Comfort,40.6592580657825,-73.94989757054451,40.841328360934845,-73.83519724744511,14.64,False,28.12
1167,2025-05-28T20:01:16,144,UberXL,40.74305833858787,-74.13832678087459,40.875663119757284,-73.89640725505929,18.13,False,34.23
1168,2025-05-20T00:02:26,163,Green,40.78454099456038,-73.93612182087537,40.71274907066757,-74.01730417259411,18.85,False,35.49
1169,2025-01-29T10:51:40,623,Comfort,40.8678846216363,-74.03421240757001,40.63432967074485,-73.76708638187313,15.0,True,43.65
1170,2025-03-12T17:07:01,739,Green,40.825819178238405,-73.70174711545879,40.70016251397491,-73.87169300388544,5.09,False,11.41
1171,2025-01-31T06:26:19,602,Green,40.66628960679199,-73.98153683751755,40.87020121464618,-73.93163939720564,5.06,False,11.35
1172,2025-02-04T01:21:51,496,Black,40.555266060437525,-73.72387328610466,40.67667578818787,-74.01081127194395,6.38,True,36.44
1173,2025-06-03T06:17:04,123,UberXL,40.68190554160291,-73.94330522972172,40.887699927064,-73.74216408762716,21.16,False,39.53
1174,2025-06-02T01:27:07,807,Green,40.88230982895566,-73.81637996218251,40.684517322598175,-74.13522176124663,16.03,False,30.55
1175,2025-04-09T12:43:56,69,Comfort,40.75471525792638,-73.90936075723937,40.824265418417454,-73.75732297386415,24.29,True,105.77
1176,2025-02-18T03:37:58,251,Comfort,40.84498984965378,-74.06779190405932,40.89644337192773,-73.76411482609593,6.48,False,13.84
1177,2025-02-04T10:53:12,42,Green,40.64833243544572,-74.02513554922409,40.82495086632896,-73.8199982365682,23.02,False,42.78
1178,2025-01-26T17:43:22,536,Comfort,40.5725200918828,-74.04758618802002,40.766700634671906,-73.88842830311674,12.14,False,23.75
1179,2025-06-01T17:38:47,53,Comfort,40.84230596694756,-74.11712545425898,40.72697064662777,-73.95114586809633,12.42,True,57.78
1180,2025-04-27T04:15:03,499,Comfort,40.76065182964171,-73.88822890450516,40.86862146813308,-74.09981424418099,22.28,False,41.49
1181,2025-02-07T19:49:40,604,Green,40.82955092816661,-73.70349304079843,40.643146677756214,-73.96677400864208,7.5,False,15.62
1182,2025-03-05T19:34:14,520,Black,40.74025408696375,-73.72185393616277,40.660865788964585,-73.75973256498959,6.98,True,34.46
1183,2025-03-01T23:07:51,641,Black,40.59124392160456,-73.80952449831692,40.61740670420531,-74.14706722130147,22.44,False,41.77
1184,2025-04-07T06:32:21,168,UberXL,40.574257005686775,-73.95559328717859,40.66271716233335,-73.733617098347,11.64,False,22.87
1185,2025-04-15T14:00:42,843,UberXL,40.62163033670301,-74.1010797337198,40.635767036146596,-74.01175984758288,8.33,False,17.08
1186,2025-04-02T15:05:59,106,Comfort,40.8931940541083,-74.05536863314396,40.79859827695192,-74.0043055573823,5.61,False,12.32
1187,2025-02-03T08:32:24,873,UberXL,40.77574559491246,-74.0792903039861,40.9039815834246,-73.70848051635028,16.68,False,31.69
1188,2025-06-01T09:55:16,744,Comfort,40.63462773200238,-74.03171506365842,40.89570209187871,-73.77450243468115,9.9,False,19.82
1189,2025-05-22T02:42:44,363,Comfort,40.71639191392039,-73.95861593929322,40.69561061622349,-73.96229436283892,19.29,False,36.26
1190,2025-03-21T09:05:20,363,UberXL,40.91074473097212,-73.80482813027953,40.55720746072275,-73.83304749063406,6.01,False,13.02
1191,2025-02-27T05:51:11,853,Comfort,40.55876122928472,-73.95762574407523,40.69149034358936,-73.89886932446072,18.74,False,35.29
1192,2025-04-30T22:01:07,516,Black,40.86686927364295,-74.10192444076023,40.639960991660914,-74.00353263336956,12.51,False,24.39
1193,2025-04-02T05:45:39,975,UberX,40.839054339185246,-73.9744716431237,40.90510073077893,-73.83208010405922,7.0,False,14.75
1194,2025-04-24T19:29:27,385,UberX,40.58753276892574,-73.86216710020445,40.65213710158334,-73.98374802695844,23.17,True,73.24
1195,2025-05-26T14:26:36,76,Comfort,40.911556140533385,-73.82039794075341,40.854994958536,-73.75672222250932,15.16,False,29.03
1196,2025-04-20T02:20:50,91,Black,40.64073386744634,-73.89227007444231,40.832231249469935,-74.03267639055474,13.74,True,40.69
1197,2025-05-30T22:15:00,789,UberX,40.872168370118615,-73.8353369085481,40.82345155012731,-73.71925993759896,9.67,False,19.42
1198,2025-05-26T02:32:43,906,UberXL,40.61813181071631,-73.93925312047857,40.72049736540031,-74.00014455587012,17.26,False,32.7
1199,2025-02-19T14:03:12,619,UberX,40.60189987632707,-73.86099189344905,40.708112443734954,-73.78727083527401,20.15,False,37.76
1200,2025-01-12T16:57:17,935,Green,40.68818551306422,-73.89542843292101,40.91839215168261,-73.71809528338243,21.95,False,40.91
1201,2025-04-15T15:02:01,504,Comfort,40.76268172371007,-73.86453177012355,40.82174050895836,-73.89561193740768,24.38,False,45.16
1202,2025-04-14T06:11:33,163,Green,40.8631307564307,-74.11052138501208,40.89132384600733,-73.87548583267198,24.83,False,45.95
1203,2025-05-29T23:00:58,701,Black,40.852569634262025,-73.94042817538173,40.879061640544236,-73.70254264449684,4.65,False,10.64
1204,2025-02-05T06:39:40,664,Green,40.67572959607838,-73.91252871452645,40.80625688168108,-73.78090616295616,11.38,True,52.95
1205,2025-01-02T05:36:41,639,Black,40.556982510560445,-74.04864652868307,40.708045369429016,-74.03351617243135,6.35,False,13.61
1206,2025-03-05T10:09:22,546,Black,40.79183669921904,-74.05985080155382,40.85396415786849,-73.73358955376156,22.44,False,41.77
1207,2025-04-23T00:20:39,157,UberXL,40.83600704040278,-74.0572351229279,40.61718708669641,-74.13819897927314,15.45,False,29.54
1208,2025-06-01T08:33:42,131,Green,40.67895225221831,-74.1188299037713,40.872105739017385,-73.73219052401524,16.8,True,55.66
1209,2025-02-22T15:18:53,239,UberXL,40.835767774667424,-74.13771660207368,40.8747259098484,-73.72502601446332,3.95,False,9.41
1210,2025-01-05T22:29:02,455,UberXL,40.69075412905372,-73.94893442580592,40.6976959343515,-74.05746547954573,10.13,False,20.23
1211,2025-01-19T00:43:14,993,UberXL,40.737480232625565,-73.88976340870535,40.74110358748607,-74.07670265145248,6.03,False,13.05
1212,2025-05-24T19:38:30,620,Comfort,40.82738255842241,-74.00740418853755,40.620663023202276,-73.70668155334252,20.19,False,37.83
1213,2025-02-19T13:42:43,521,UberX,40.89961183189655,-74.14273454283726,40.69061077920543,-73.96099372148412,24.08,True,91.09
1214,2025-03-02T04:37:10,857,UberX,40.71063508741556,-73.76848632921725,40.66125694189118,-73.70013204615157,3.03,False,7.8
1215,2025-03-17T16:04:09,897,Black,40.555864510923506,-73.71609449033721,40.81996277130785,-73.74620096202588,2.09,False,6.16
1216,2025-02-04T10:32:59,579,UberX,40.59734087207831,-74.07990875830428,40.80717597792916,-73.80697047175806,2.47,False,6.82
1217,2025-06-18T05:27:38,758,Comfort,40.68753049447012,-73.96330563336267,40.60826859686612,-74.07241100498597,23.47,False,43.57
1218,2025-05-25T01:48:55,829,UberXL,40.68507516373141,-73.73377047964017,40.841026009172786,-74.13650894296245,5.9,False,12.83
1219,2025-03-14T11:09:50,931,Comfort,40.780108020743704,-74.13718481844313,40.55955711217735,-74.1371763993057,12.29,False,24.01
1220,2025-01-29T00:40:36,936,Black,40.56720479651992,-73.98033345309551,40.771447766403355,-73.91365792992426,4.8,True,31.02
1221,2025-01-18T21:19:42,430,UberX,40.59159191823326,-73.93593978353594,40.91384645129426,-73.76473680806038,13.88,True,64.43
1222,2025-05-04T15:57:37,1,Comfort,40.726210083765615,-73.74520295369403,40.645038799624395,-74.00470559376949,13.96,False,26.93
1223,2025-05-10T19:07:07,734,UberX,40.72678224274767,-73.8130764877499,40.865228334451906,-74.06167080658209,6.26,True,39.2
1224,2025-02-13T19:08:51,676,UberX,40.82497853796983,-73.82722936956787,40.65445091804981,-73.87324345076567,6.99,True,38.23
1225,2025-02-28T11:15:56,337,Black,40.79729185446047,-73.91603738343264,40.763551830168275,-73.7523877220599,19.24,True,77.15
1226,2025-05-09T09:25:25,149,Green,40.8224718209044,-73.7671632109925,40.82673629876394,-73.79010287617696,16.17,False,30.8
1227,2025-02-05T08:59:06,15,UberXL,40.78481334069835,-73.77407940843965,40.6379968516521,-73.97145638208733,1.28,False,4.74
1228,2025-06-16T13:04:50,353,UberXL,40.782623780904146,-73.7823547300931,40.76356454804609,-73.94655314872627,6.16,False,13.28
1229,2025-04-16T23:58:57,451,UberX,40.825635358865135,-73.8550427727712,40.740361636443716,-73.99819234645543,24.92,True,92.75
1230,2025-06-19T07:40:47,500,Green,40.718836922462295,-74.10657346471693,40.86679932219296,-73.80652880420102,7.31,False,15.29
1231,2025-03-24T19:42:06,658,UberX,40.90695881345144,-74.09319732380985,40.63403627068387,-73.94415495266367,3.67,False,8.92
1232,2025-02-27T10:07:28,130,Comfort,40.663601250033445,-73.95372615159314,40.91419532878424,-74.11266474027313,21.81,False,40.67
1233,2025-03-19T04:45:18,840,Green,40.6221048537823,-73.77199423271226,40.63208712389385,-74.1424763426974,18.6,False,35.05
1234,2025-04-27T16:33:58,799,UberXL,40.75826671129594,-73.91124730679192,40.56738823179972,-73.91007968475525,13.95,False,26.91
1235,2025-04-14T02:02:01,171,Comfort,40.6087374249626,-73.84382139463324,40.78491571571451,-73.76347663344306,6.43,False,13.75
1236,2025-05-20T01:12:08,156,Green,40.89861103552132,-73.87565050094719,40.867569222635126,-74.0247103790044,24.02,False,44.53
1237,2025-02-27T13:46:24,400,Green,40.909643279953805,-73.74781497743395,40.72316153443687,-74.0887460550316,23.52,True,81.95
1238,2025-04-18T22:01:01,685,Comfort,40.6272392758841,-73.81994277927352,40.76977442461946,-74.11993333863728,19.12,True,79.88
1239,2025-02-01T02:49:58,783,UberXL,40.69475816012126,-74.07825064517009,40.70503343309961,-73.88386261770862,6.97,False,14.7
1240,2025-02-13T22:39:28,987,Comfort,40.6019629245272,-73.96935176062911,40.81861221562082,-73.88633162211661,17.14,True,55.68
1241,2025-02-23T11:47:04,779,Comfort,40.553984543573854,-74.09721859407217,40.66512941855169,-74.10382450523045,16.09,False,30.66
1242,2025-05-09T05:47:13,449,Comfort,40.854228936330976,-73.90643323373564,40.77571320845273,-74.08084552674234,22.13,False,41.23
1243,2025-05-20T19:28:29,350,Comfort,40.901310526546425,-74.13156276552621,40.86005165494765,-74.03504643216151,16.05,False,30.59
1244,2025-02-02T17:03:42,898,Black,40.83063002718769,-74.0489149634892,40.588128561249164,-73.7010776118987,15.48,False,29.59
1245,2025-03-12T09:36:09,248,Black,40.85958237334782,-73.71654001143116,40.706019423611174,-73.86287304164965,21.76,True,104.94
1246,2025-02-23T13:37:37,927,Comfort,40.78689820682924,-74.00202664778502,40.79678203932516,-74.03693791968831,9.56,True,49.41
1247,2025-04-05T06:49:16,249,Green,40.73314115056331,-73.88401200253371,40.7962825403238,-74.10321554579745,19.74,False,37.04
1248,2025-04-19T20:54:54,622,Green,40.68905426580051,-73.91646494648101,40.89233994407204,-73.97783574894856,15.44,False,29.52
1249,2025-06-04T02:26:38,659,UberX,40.762981444113834,-74.0971369863672,40.83269134952342,-73.98768462754,17.14,False,32.5
1250,2025-03-23T21:52:01,835,Black,40.81576693032231,-74.1320607847997,40.78942273536034,-73.95188971248639,12.06,False,23.61
